destination_borough,avg_tips
Bronx,2.086856552579466
Queens,4.159242383132822
N/A,9.298904941378215
Brooklyn,3.5321030262448203
Staten Island,6.698092941606749
EWR,12.081483917018256
Manhattan,2.154790454863031
Unknown,1.9790419996061364
